1468;Rue Pierre et Marie Curie;CH de Rambouillet;Rambouillet
32;Rue Jehan Fouquet;CHRU Tours / Centre de vaccination - réservé aux professionnels en exercice;Tours
2538;Route d’Espagne;UHSA TOULOUSE;Toulouse
810;Avenue de Montolivet;Centre gérontologique départemental;Marseille
1547;Rue Francis Garnier;EMV SOS Médecins Paris 17e;Paris
15;Avenue de Manchester;Grand centre de vaccination;Charleville-Mézières
65;Avenue Winston Churchill;CH JONZAC (réservé aux professionnels de santé);Jonzac
2320;Rue de Tabur;Lieu de vaccination de Varennes en Argonne (salle polyvalente);Varennes-en-Argonne
3172;Rue du Bourbonnais;RENNES -  Centre Villejean Malifeu (enfants);Rennes
2732;"Rue Ambroise croisat ";Andros Biars-sur-Cère;Biars-sur-Cère
2638;Rue de l'echo - Salle polyvalente;CV éphémère Jargeau;Jargeau
1048;Quai du Port;Hôtel de Ville de Marseille;Marseille
2733;"Avenue ratier ";"Ratier-Figeac  ";Figeac
1038;Rue Leon Archimbaud;Centre de vaccination de l'hôpital de Die;Die
1479;Rue de la Cité;Hôtel Dieu;Paris
1480;Rue Ambroise Paré;LARIBOISIERE AP-HP;Paris
1474;Rue des Chaudins;CHSSM-Site de Nemours;Nemours
2728;;Centre de vaccination mobile- Bus vaccinal Pas-de-Calais;ARRAS
1589;Rue du Maréchal Foch;"Centre de vaccination Molsheim ";Molsheim
2734;Rue Pierre de Coubertin;Centre de vaccination intercommunal de Sarrebourg (gymnase COSEC);Sarrebourg
652;"rue du Puiseaux ";Centre de Vaccination Montargis;Montargis
3173;Rue Henri le Guilloux;RENNES - CHU Pontchaillou (enfants);Rennes
2289;Rue de la Madeleine (Janville);Centre de vaccination de Janville - Gymnase Michel Denise;Janville-en-Beauce
2539;Rue Viguerie;UHSI TOULOUSE;Toulouse
940;Rue de Puyguillen;Centre de vaccination de Ruelle sur Touvre;Ruelle-sur-Touvre
2540;Boulevard Pinel;UHSA LYON (Simone Veil);Bron
1481;Rue du Faubourg Saint-Antoine;SAINT-ANTOINE AP-HP;Paris
1475;Boulevard du Maréchal Joffre;CHSSM-Site de Fontainebleau;Fontainebleau
2222;Rue Fardel;22-Grand centre de vaccination (fictif);Saint-Brieuc
1573;Avenue du Colonel Fabien;EMV Saint-Denis Auberge Municipale;Saint-Denis
704;Allee des Grands Champs - à coté du centre nautique l'Archipel;"Centre de vaccination de Sain Bel   ";Sain-Bel
1072;Rue du Vieil Hôpital;Centre d'Arbois - espace Pasteur;Arbois
1290;Avenue Jean Jaurès;Centre de Vaccination Salle Bérégovoy  VRIGNE-AUX-BOIS;Vrigne aux Bois
130;rue des Poissonniers;CH Verneuil;Verneuil d'Avre et d'Iton
1483;Boulevard de l’Hôpital;Hôpital Salpêtrière;Paris
1476;Rue Victor Hugo;CHSSM-Site CH Montereau Fault Yonne;Montereau-Fault-Yonne
3176;Allée des Châtaigniers;Centre de vaccination - AVRILLE;Avrillé
2151;Rue d’Angleterre;Grand Centre de vaccination de Vendôme;Vendôme
121;Place du Maréchal de Lattre de Tassigny;Communauté Professionnelle Territoriale de Santé Nord Allier;Moulins
1482;Avenue du Docteur Arnold Netter;Trousseau;Paris
571;avenue de la gare;Centre de vaccination du Tonnerrois;Tonnerre
2542;Dr Hubert PETIT - Galisbay;Centre de vaccination de Saint-Martin (CRF);SAINT MARTIN
1273;Rue Laennec;DOUARNENEZ - CH (réservé PS);Douarnenez
1587;Place Gambetta;Centre de Vaccination de NOUZONVILLE (Salle des fêtes de Roger Maillard);Nouzonville
2975;Rue Francois de Ganay;EMV Carnelle Pays-de-France;Luzarches
2729;Avenue Ardouin;Barnum du Plessis-Trévise 1;Le Plessis-Trévise
1595;Rue du Docteur Landes;MSP ASFELD;Asfeld
2987;Rue Saint Sernin;Centre de vaccination - Service médical de l'OFII;Bordeaux
2482;Route de la Mairie;Centre de vaccination de Serres Castets Luys en Béarn;Montardon
1442;rue Jean Jaures;Centre de vaccination de Moirans;Moirans-en-Montagne
2004;Rue Raymond Teisseire;Centre de vaccination du Gymnase Teisseire (BMPM);Marseille
2152;Rue des Chênes;Grand centre de vaccination - Olivet - Centre sportif du Larry;Olivet
1274;Rue des Fossés;"SEURRE maison de santé pluriprofessionnelle ";Seurre
1671;Place d’Armes;Centre de vaccination - Commune de Pont Sainte Maxence,  salle claude monnet;Pont-Sainte-Maxence
2194;Maison de la région du Var  - Avenue Lazare Carnot;Vaccinobus du Var;Toulon
500;Rue Pierre Morin;Centre de Vaccination - BLAIN - Salle des fêtes;Blain
1484;Rue Henri Huchard;Bichat;Paris
2992;Rue Grande;"Val de Reuil Salle de ""la Détente""";Val-de-Reuil
1540;Rue Merlin;EMV Salle Olympe de Gouges;Paris
2069;Boulevard du Maréchal Leclerc;Centre Espace Culturel René Monory;Loudun
2738;Route de Saint Mammès;Centre de Vaccination éphémère MORET LOING ORVANNE;Moret-Loing-et-Orvanne
2520;Boulevard Chantilly;Centre grande capacité de Montauban;Montauban
763;chemin belle épine;Nozay CVA;Nozay
25;Rue Claude Bernard;"Centre de vaccination - réservé professionnels de santé et assimilés"" - CH Chartres";Le Coudray
1849;Rue du Lycee;CP - US Meaux Chauconin-Neufmontiers / Centre Pénitentiaire de Meaux-Chauconin-Neufmontiers;Chauconin-Neufmontiers
26;Rue Claude Nicolas Ledoux;"CH Châteauroux / Pôle de soins de suite et réadaptation ";Châteauroux
168;64 route de lisieux;CH Pont Audemer;Pont-Audemer
86;Avenue Bollée;Centre de Vaccination - LE MANS- UC-IRSA;Le Mans
2195;rue des longues raies;Equipe Mobile CD;Nanterre
1485;Rue de la Chine;HU de Tenon (Centre Covisan 20);Paris
2736;Boulevard de Friedberg;Barnum de Villiers sur Marne 1;Villiers-sur-Marne
2198;Rue de la Brèche;Pussay-PEPS équipe mobile;Pussay
2555;Chemin de la Foret;Centre Intercommunal des Portes de l'Ile de France à Bonnières-sur-Seine;Bonnières-sur-Seine
1452;Avenue Charles de Gaulle;CH Ambroise PARE;Boulogne-Billancourt
2492;Rue Pasteur;Centre de vaccination de Persan;Persan
1853;Chemin Rouen Paris;EPM - US de Porcheville / Etablissement spécialisé pour mineurs de Porcheville;Porcheville
1486;Rue Bichat;SAINT-LOUIS AP-HP;Paris
2741;Avenue Hegesippe Ibene;Centre de vaccination éphémère de Sainte-Anne;Sainte-Anne
1454;Rue de la Porte de Trivaux;CH Antoine Béclère;Clamart
2742;La Base de Loisirs;Centre de Vaccination éphémère Base de loisirs de Jabelines-Annet;Jablines
2730;Avenue Jean-Baptiste Clement;Centre de Vaccination éphémère de MITRY-MORY (AP-HP);Mitry-Mory
151;Route de Jallans;Centre de vaccination réservé professionnels de santé et assimilés - CH Châteaudun;Châteaudun
2782;Rue de la Croix Lanauve;centre de vaccination de la CPAM 16;Angoulême
2022;;Bourges Vaccinodrome;Bourges
1578;Rue Edouard Poisson;EMV Aubervilliers;Aubervilliers
1321;Rue des Remparts;Centre de vaccination de ROCROI (gymnase);Rocroi
1958;Avenue de l’Hippodrome;Centre de vaccination - Commune Le Touquet-Paris-Plage, Salle des Quatre Saisons Le Touquet;Le Touquet-Paris-Plage
2748;Rue de la Fontaine du Mail;MUSSP Chenôve;Chenôve
2744;Aeroport Charles de Gaulle;Centre de vaccination éphémère - FedEx Roissy;Roissy-en-France
1564;Avenue de Montmorency;EMV Est;Goussainville
2743;Quai du Marechal Leclerc;Centre de Vaccination éphémère Ile de loisirs de Bois-le-roi;Chartrettes
2740;Boulevard du Mercantour;Pharmacie Aeroport Nice - Terminal 2;Nice
2217;Avenue du Professeur Léon Bernard;RENNES - Grand centre stade Robert Poirier;Rennes
1487;Boulevard Sérurier;ROBERT DEBRE Centre de vaccination;Paris
1190;Place Vialas;Centre de vaccination de Lavaur - Centre Hospitalier;Lavaur
1164;Espace Tardoire - Boulevard Bossand;Centre de vaccination Portes du Périgord (La Rochefoucauld/Montbron/Chazelles);La Rochefoucauld-en-Angoumois
2731;Av. Maurice de Vlaminck;"Centre de Vaccination ROISSY-EN-BRIE ";Roissy-en-Brie
2673;Avenue du Général de Gaulle;CD94 Créteil Pyramide;Créteil
2739;R Jean Jaures;ANNECY BONLIEU - Salle Eugène Verdun;Annecy
1456;Rue Gustave Eiffel;GHU Henri Mondor;Créteil
2989;Rue du Stade;Maison de quartier de Titoulit;La Possession
2317;Place du Tertre;Centre de vaccination - BRISSAC - Complexe Sportif;Brissac Loire Aubance
2676;Avenue de Lérins;Moustiers-Sainte-Marie - Centre éphémère;Moustiers-Sainte-Marie
1448;Rue Pdt Francois Mitterrand;GHNE;Longjumeau
2990;Rue Moulin Joli;"Maison de quartier de Moulin Joli ";La Possession
2674;Rue Francis de Pressensé;EMV Groupe SOS Solidarité (Pressensé);Saint-Denis
1501;Rue Jean Moulin;ARNAY-LE-DUC Salle Saint-Laurent;Arnay-le-Duc
1508;Rue Pierre Bayle;GHU Paris - Site Pierre Bayle;Paris
573;Rue du Panorama;LORMES;Lormes
2991;Rue du Pere Lucien Courteaud;Maison de quartier de Dos d’Âne;La Possession
2746;Route d’Auxy;"Centre de Vaccination éphémère BASE DE LOISIRS BUTHIER ";Buthiers
2292;Rue de la Piot;Clinique du Parc;Saint-Priest-en-Jarez
1180;Rue Romain Rolland;Pôle de santé Arles;Arles
1457;Avenue de la République;Centre Hospitalier Charles Foix;Ivry-sur-Seine
1458;Avenue Paul Vaillant-Couturier;Centre Hospitalier Paul Brousse;Villejuif
3178;Route de Lablachère;Relai ambulatoire Beaume-Drobie;Joyeuse
1334;Salle Roidot;AIGNAY-LE-DUC salle Roidot;Aignay-le-Duc
1500;Rue Mariaze;Centre Hospitalier de Mayotte;Mamoudzou
1332;Rte de Findrol;Centre hospitalier Alpes Léman;Contamine-sur-Arve
2321;"Maison de santé, Rue du Rattentout ";Lieu de vaccination de DIEUE SUR MEUSE;Dieue-sur-Meuse
3141;Place de la Mairie - Salle Roland Moulin;Relai ambulatoire de Félines;Félines
2953;Rue du Lion;"Centre de vaccination éphémère de la Ferté sous jouarre ";La Ferté-sous-Jouarre
896;Rue de Brocéliande;ST-GREGOIRE - Brocéliande;Saint-Grégoire
2954;Rue des 18 sous;"Centre de vaccination éphémère  de Nandy ";Nandy
1691;Rue des Ecoles;Palaiseau CVA;Palaiseau
2407;Avenue du Maréchal Foch - Halle des expositions;Grand centre état d'Evreux;Évreux
1112;Avenue Maurice Chevalier;Palais des Victoires;Cannes
1395;Quai Lejoille;Centre de Vaccination - Ville de Saint-Valéry-Sur-Somme, Entrepôt des sel;Saint-Valery-sur-Somme
2993;Rue Charles Renard;Centre de vaccination éphémère de Saint-Lubin des Joncherets;Saint-Lubin-des-Joncherets
2988;Place Anne de Bretagne;Centre de soins Portes Ouverte (CPO) - Tours;Tours
1978;Rue de Blois;Centre de vaccination éphémère de La Chapelle Vendômoise;La Chapelle-Vendômoise
257;Chemin de Kerpuns;PAIMPOL - CH (réservé PS);Paimpol
1387;Place de la République;Centre de vaccination Miribel Côtière - Théâtre Allégro;Miribel
2322;Rue Raymond Poincaré;Lieu de vaccination de VIGNEULLES (Maison de santé);Vigneulles-lès-Hattonchâtel
1532;Rue Péclet;EMV Mairie du 15e;Paris
2747;Chemin de Saint-Jean;Centre de vaccination Polygone Riviera (sans rdv);Cagnes-sur-Mer
3055;Rue Anatole France;SAINT-BRIEUC - Centre éphémère Beaufeuillage 1 (accès PMR);Saint-Brieuc
2205;La Morinière;Centre de vaccination du SDIS - Bassin de Bressuire;Moncoutant-sur-Sèvre
1363;PLACE DU DR ACHILLE MOULINIER;CH EXCIDEUIL;Excideuil
1461;Rue Dailly;CH des 4 Villes;Saint-Cloud
110;Place des Justes - Octeville;Centre de vaccination Cherbourg-en-Cotentin : Salle Montecot (Octeville);Cherbourg-en-Cotentin
2955;rue de la République;Centre de vaccination éphémère de Sainte-François;Saint-François
2957;rue Néper - Espace Diderot;Centre de vaccination Diderot;Nîmes
2412;Rue Rossini;Très Grand Centre de vaccination départemental (Jouy-le-Moutier) – Sapeurs-Pompiers du Val d’Oise;Jouy-le-Moutier
19;Rue bis Saint-Thomas - salle salvador allende;Centre de vaccination de Saint-Lô : Salle Allende;Saint-Lô
564;Rue du Docteur Jean Montastruc;CDV31 Boulogne sur Gesse;Boulogne-sur-Gesse
2016;Rue Leonard Hippolyte Roger;Espace Nelson Mandela - Saint Germain Du Puy Centre éphémère;Saint-Germain-du-Puy
1462;Boulevard du Général Leclerc;CH de Beaujon;Clichy
2708;Avenue de la Liberté;Evry CVAE Montesquieu/Brassens;Évry-Courcouronnes
420;Rue de l'Armor;GUINGAMP - Centre de santé (réservé PS);Pabu
994;Avenue Elie Samson - Espace Nougaro;Centre de vaccination du CH Sud Gironde - LANGON;Langon
1197;Rue des Pyrénées;La Halle RISCLE;Riscle
684;Avenue de l'Europe;Centre de vaccination - réservé professionnels de santé et assimilés - CH Nogent-le-Rotrou;Nogent-le-Rotrou
2956;"Rue de la Bataille - Anse Guyonneau ";Centre de vaccination éphémère de Pointe-Noire;Pointe-Noire
929;Allée du Bois Noir;LANDERNEAU - Bois Noir (ancien bricomarché);Landerneau
1533;Rue Eugène Spuller;EMV Mairie Paris Centre;Paris
2323;Rue de Condé (salle de la Mairie);Lieu de vaccination de Pierrefitte-sur-Aire;Pierrefitte-sur-Aire
1394;Rue Philippe Ermenault;Centre de Vaccination - Ville de Flixecourt, Salle Le Chiffon Rouge;Flixecourt
3175;Rue Anatole France;SAINT-BRIEUC - Centre éphémère Beaufeuillage 2 (sans accès PMR);Saint-Brieuc
1619;Rue du Maréchal Joffre;Ne plus utiliser - EHPAD de La Madeleine;Bergerac
339;Avenue Ségusino;CDV31 Saint Jory;Saint-Jory
1517;Avenue du Roi Soleil;CPTS Grand Avignon - Château de la Barbière;Avignon
2678;Rue de la poste;CV éphémère Coullons;Coullons
895;Boulevard Henri Barbusse;Centre de vaccination du Carmausin - Salle François Mitterand;Carmaux
2750;rue de Cambuston;Centre de vaccination éphémère Cambuston Saint-André;Saint-André
1740;Allee des Platanes;CPTS DU CABARDES;Cuxac-Cabardès
1071;Rue de l'Eglise;Centre de vaccination de Valdahon;Valdahon
1534;Place du Panthéon;EMV Mairie du 5ème - Centre COVISAN 5;Paris
2960;;Centre de vaccination éphémère  de Guignes;Guignes
1186;Rue de la Baute;Centre de vaccination de l'Albigeois - Parc des Expositions;Le Séquestre
1497;Kaweni;ARS Mayotte;Mamoudzou
1328;impasse De la Plaine des Chézea;Salle des fêtes Saint Gaultier / CPTS Val de Creuse;Saint-Gaultier
2679;Chemin des jardins;CV éphémère Chatillon-Coligny;Châtillon-Coligny
2325;Rue de Fremy (MJC);Lieu de vaccination d'ANCERVILLE;Ancerville
808;Rue du Pré de Chappes;Centre de vaccination de St Satur - Centre socio-culturel Guy Poubeau;Saint-Satur
226;Chemin du Grand Revoyet;Centre de vaccination -Hôpital Lyon sud - HCL;Pierre-Bénite
3174;Rue Chateaubriand;DINAN - CH (réservé enfants à risque de forme grave);Dinan
2752;Rue Bois de Rose, La Cressonnière;Centre de vaccination éphémère Cressonnière Saint-André;Saint-André
2958;Avenue Marc Jacquet;"Equipe Mobile de Vaccination ( MLAC ) EMD ";Melun
1536;Rue Bonaparte;EMV Maire du 6ème;Paris
1495;Rue Jean Moulin;Arnay-le-Duc salle Saint Laurent;Arnay-le-Duc
2994;Rue Victor Hugo;VACCINATION A DOMICILE Collectif infirmier du Bassin du Biterrois;Béziers
1537;Rue de Lisbonne;EMV Mairie 8ème arrondissement;Paris
2952;Rue des Lacs;CDV31 Lespinasse;Lespinasse
2486;Centre Lapurdi place du Labourd;Centre de vaccination d'Ustaritz Lapurdi;Ustaritz
2996;Boulevard de France;CPTS Sud Hurepoix;Évry-Courcouronnes
1262;Place Alban Dulhoste;Pôle économique et culturel CAZAUBON;Cazaubon
3180;Rue du Bourgneuf;CV Saint-Denis-en-Val;Saint-Denis-en-Val
1535;Rue Amélie;EMV CV7e - Gymnase Camou;Paris
1126;Rue Saint Jacques;MSP Labastide Murat;Cœur de Causse
2044;;Sellommes Centre éphémère;Selommes
2959;Rue Auguste Godard;"EMV - LAO Croix-Rouge ";Taverny
454;Avenue des Cités Unies;PONTIVY - Parc des Expositions (Halle Safire);Pontivy
105;Cite d’Anthouard;Centre de vaccination de Verdun (Salle Cassin) (Equipe mixte CH/médecine de ville);Verdun
1728;Place de la Pergola;"Centre de vaccination du conseil départemental ";Cergy
1562;;Centre de vaccination Ephémère de Baugy;Baugy
2760;Place du Foirail;"centre de vaccination de Bram ";Bram
1538;Rue Drouot;EMV Mairie du 9ème arrondissement;Paris
2230;Place de l’Hotel de Ville;Grand centre 58;Nevers
2763;Boulevard de Normandie (palais des congrés);Centre le Cadran;Évreux
2675;Chemin du Tram;Centre de Vaccination - Mairie annexe de la Pointe de Contes;Contes
2327;Rue des Aygas;Relai ambulatoire du Val d'Ay;Satillieu
1621;Rue Ampère;EMV SDIS;Massy
139;rue de Copenhague;"Rodez ";Rodez
2672;Avenue Magellan;Centre de vaccination de Marguerittes;Marguerittes
1541;Rue du Sergent Bauchat;EMV Centre de santé Bauchat-Nation;Paris
1681;Rue du Tiers Pot;Centre de vaccination de Garges-lès-Gonesse;Garges-lès-Gonesse
1755;Cr Saint Charles;"antenne MSP Ambierle ";Ambierle
2566;Espace René Roussière – 119, allée des Sports;Centre de vaccination de Camaret - Maison pour tous;Camaret-sur-Aigues
2645;Route de Nonnes;Centre de vaccination de Châtellerault;Châtellerault
1542;Rue Charles Bertheau;EMV Centre de vaccination Bertheau;Paris
336;Cote de Graves;Villefrance-De-Rouergue;Villefranche-de-Rouergue
1645;Place Maunoury;Salle des fêtes « Jean Feugereux » - CV éphémère villages vovéens;Les Villages Vovéens
1546;Rue Michel-Ange;EMV Centre gérontologique Henry Dunant;Paris
1545;Rue de Vaugirard;"EMV Centre médical de l'Institut Pasteur ";Paris
1543;Boulevard de l’Hôpital;EMV Gymnase Bourneville Kellermann du 13ème arrondissement;Paris
2754;rue de La Paix;Maison de santé pluridisciplinaire de Vergt;Vergt
2997;Rue du Champ Raymond;Centre de Carignan;Carignan
1625;Rue de Lebach;Centre de vaccination de Bitche - Hôpital Saint Joseph;Bitche
1544;Rue Pierre Castagnou;EMV Mairie du 14ème - Centre COVISAN 13-14;Paris
1676;Quai de la Rapée;EMV - Centres Ephémères QPV;Paris
369;Boulevard Général Sibille;CH Albi;Albi
2686;Place du Châtelet;CV du CIHL;Orléans
2236;Place de l’Hotel de Ville;Grand centre 89;Auxerre
761;rue du Dr Francis Baud;Complexe Martin Luther King;Annemasse
1444;Rue Sainte - Marie;Centre de vaccination de Saint-Amour;Saint-Amour
1679;Rue du Fort;Equipe Mobile Précarité 78;Meulan-en-Yvelines
1549;Passage Dubois;EMV Centre de santé Edmond de Rothschild;Paris
2688;Cours Victor Hugo;Centre de Vaccination - CENON;Cenon
1558;Rue Chantepie Mancier;EMV CV territorial du Haut Val d'Oise;L'Isle-Adam
854;rue Camille Guérin;PLOUFRAGAN - Espace des sciences;Ploufragan
1129;Rue du Docteur Charles Blanches;MSP Prayssac;Prayssac
1292;Rue Nicolas de Rumigny;MSP Signy-le-Petit;Signy-le-Petit
833;Place de la Paix;Complexe Saint-Exupéry Gymnase Coubertin;Draguignan
1605;Avenue du General de Gaulle;GENLIS - Mairie;Genlis
1277;Rue Laënnec;PONT L'ABBE - Salle omnisports Kerarthur;Pont-l'Abbé
2692;Rue Mongenot;Equipe mobile - Centre de santé VAL CONSULT;Saint-Mandé
2694;Boulevard Jourdan;Opération Cité Universitaire;Paris
1550;Rue Curial;EMV Le 104;Paris
1472;Cours de la Gondoire;GHEF-Site de Jossigny;Jossigny
1460;Rue de Versailles;CH de Versailles  Site André Mignot;Le Chesnay-Rocquencourt
610;Rue Lamartine;CD Lamartine;Nevers
1736;Avenue Léon Blum;FTM Évry Tarterets;Corbeil-Essonnes
145;avenue de Saint Lambert;Salle polyvalente du CHI Fréjus St Raphaël - site Bonnet;Fréjus
1057;Rue Henri Dunant;CHU POITIERS - Site de MONTMORILLON;Montmorillon
1488;Avenue Albert Raimond;Centre Hygée au CHU de Saint-Etienne;Saint-Priest-en-Jarez
2961;Rue Eliard Techer;Centre de vaccination éphémère Palmiste Rouge CILAOS;Cilaos
1747;Avenue Charles Péguy;EMV Domicile Opalia;Sarcelles
1746;Chaussée Jules César;EMV Domicile COORDINOV;Osny
1556;Rue Emmanuel Grévin;EMV Lagny;Lagny-sur-Marne
1749;Avenue de Paris;EMV Domicile Joséphine;Soisy-sous-Montmorency
2695;rue Louis Labonne;Vacci-Drive Gare Fleury-les-Aubrais;Fleury-les-Aubrais
1753;;vaccinobus;Longvic
2657;Rue Paul Langevin;EMV La Croix Rouge française;Sevran
1750;Rue Roger Tagliana;EMV Domicile Vexin Pean;Auvers-sur-Oise
2524;Place Victor Schoelcher;Centre de Vaccination Croix-Rouge;Cayenne
2698;Place de la République;Opération Vaccivélo République;Paris
1660;Rue Saint - Germain;EMV Romainville;Romainville
1752;Route de Bechy;Centre de vaccination de Rémilly;Rémilly
1751;Rue du Père Louis Mancel;Centre de vaccination COVID 19 : Site de Grand Ilet;Case de Grand-Ilet (Salazie)
1557;Place de la Prefecture;Centre de Vaccination éphémère EMV Conseil Départemental 77;Melun
1217;Rue de la Haie;Site de Bois-Guillaume;Bois-Guillaume
1730;Rue Gabriel Péri;Grigny CVAE;Grigny
726;Rue du Docteur Giraud;Centre de vaccination de l'Hôpital de Beaujeu;Beaujeu
2629;Rond-Point Claude Santarelli;Centre de vaccination GHSIF - Site de Tournan-en-Brie;Tournan-en-Brie
1757;Route de Fraisse;"antenne MSP St Bonnet le Courreau ";Saint-Bonnet-le-Courreau
2333;Allée Saint-Martin;Centre de vaccination - MONTVAL SUR LOIR;Montval-sur-Loir
1775;Rue du Rambion;CP - US SAINT QUENTIN FALLAVIER / Etablissement spécialisé pour mineurs du Rhône;Meyzieu
1646;;"Toury Salle polyvalente éphémère ""grand public""";Toury
1784;Pl de la Chevalerie;MA - US / Maison d'Arrêt de Lons-le-Saunier;Lons-le-Saunier
1559;Rue du Général de Gaulle;EMV CV territorial Centre Val d'Oise;Enghien-les-Bains
2496;Rue de la Trocardière;Centre de Vaccination - REZE - Trocardière;Rezé
1663;Place Jean Jaures;EMV-Montreuil;Montreuil
416;Route d'Aiffres;POLYCLINIQUE INKERMANN;Niort
1607;Place Eugene Laporte;Centre de vaccination Salle Jean Ferrat;Migennes
2700;Av du President Salvador Allende;CV/EMV - Bobigny;Bobigny
122;Route de Rouen;CH Gisors;Gisors
593;Rue Guynemer;Centre vaccination LE CREUSOT - Maison des Associations Guynemer;Le Creusot
1863;Boulevard Frédéric Chaplet;MA - Maison d'arrêt Laval / Maison d'Arrêt de Laval;Laval
1563;Rue du Lieutenant Colonel Prudhon;EMV CV Victor Dupouy;Argenteuil
1668;Rue Léon Marrel;CH du Gier Antenne rive de gier;Rive-de-Gier
2999;Rue Nationale (salle des fêtes);Relai ambulatoire des 3 rivières Ruoms;Ruoms
2704;boulevard Tanguy Prigent;Equipe mobile vaccination du Tour de France;Brest
2701;Rue Charles Baudelaire;Centre Multi Services de Langevin;Saint-Joseph
898;Route des Allards;CENTRE OLERON;Saint-Pierre-d'Oléron
2962;Route Labourdonnais;Centre de vaccination éphémère Basse Vallée St-Philippe;Saint-Philippe
3184;Rue Jean Jaurès;Brest - Haut Jaurès;Brest
2706;Boulevard des Alliés;Centre de vaccination du Centre d'examens de santé - Vesoul;Vesoul
3000;Avenue de Saint Antoine;Test_sauve_mon_vaccin2;Marseille
2328;Maison de la région du Vaucluse  - Avenue Pierre Sémard;Vaccinobus du Vaucluse;Avignon
2497;Route de Chambéry;Centre de vaccination COVID Ad Hoc - Le Bourget du Lac;Le Bourget-du-Lac
1799;Route Mediane;MA - MAISON D'ARRET DE BOURGES / Maison d'Arrêt de Bourges;Bourges
